#
# This file stores level data as matrix.
# Each level are separated if first char
# of line is '@'.
#
1|1|1|1|1|1|1|1|1|1|1
1|1|1|1|1|1|1|1|1|1|1
1|0|1|0|1|0|1|0|1|0|1
1|1|1|1|1|1|1|1|1|1|1
1|1|1|1|1|1|1|1|1|1|1
1|0|1|0|1|0|1|0|1|0|1
1|1|1|1|1|1|1|1|1|1|1
1|1|1|1|1|1|1|1|1|1|1
1|0|1|0|1|0|1|0|1|0|1
1|1|1|1|1|1|1|1|1|1|1
@END
0|0|0|0|0|1|0|0|0|0|0
0|0|0|0|1|1|1|0|0|0|0
0|0|0|1|1|1|1|1|0|0|0
0|0|1|1|1|1|1|1|1|0|0
0|1|1|1|1|1|1|1|1|1|0
0|1|1|1|1|1|1|1|1|1|0
0|0|1|1|1|1|1|1|1|0|0
0|0|0|1|1|1|1|1|0|0|0
0|0|0|0|1|1|1|0|0|0|0
0|0|0|0|0|1|0|0|0|0|0
@END
1|1|1|1|1|1|1|1|1|1|1
1|1|1|1|1|1|1|1|1|1|1
1|1|1|1|1|1|1|1|1|1|1
1|1|1|1|1|1|1|1|1|1|1
1|1|1|1|1|1|1|1|1|1|1
1|1|1|1|1|1|1|1|1|1|1
1|1|1|1|1|1|1|1|1|1|1
1|1|1|1|1|1|1|1|1|1|1
1|1|1|1|1|1|1|1|1|1|1
1|1|1|1|1|1|1|1|1|1|1
@END
1|1|1|1|1|1|1|1|1|1|1
0|0|0|0|1|1|1|0|0|0|0
0|0|0|1|1|1|1|1|0|0|0
0|0|1|1|1|1|1|1|1|0|0
0|1|1|1|1|1|1|1|1|1|0
0|1|1|1|1|1|1|1|1|1|0
0|0|1|1|1|1|1|1|1|0|0
0|0|0|1|1|1|1|1|0|0|0
0|0|0|0|1|1|1|0|0|0|0
1|1|1|1|1|1|1|1|1|1|1
@END
2|2|2|2|2|2|2|2|2|2|2
1|1|1|1|2|2|2|1|1|1|1
1|1|1|2|2|2|2|2|1|1|1
1|1|2|2|2|2|2|2|2|1|1
1|2|2|2|2|2|2|2|2|2|1
1|2|2|2|2|2|2|2|2|2|1
1|1|2|2|2|2|2|2|2|1|1
1|1|1|2|2|2|2|2|1|1|1
1|1|1|1|2|2|2|1|1|1|1
2|2|2|2|2|2|2|2|2|2|2
@END
1|1|1|1|1|1|1|1|1|1|1
0|0|0|0|1|1|1|0|0|0|0
0|0|0|1|1|1|1|1|0|0|0
0|0|1|1|1|1|1|1|1|0|0
0|1|1|2|2|2|2|2|1|1|0
0|1|1|2|2|2|2|2|1|1|0
0|0|1|1|1|1|1|1|1|0|0
0|0|0|1|1|1|1|1|0|0|0
0|0|0|0|1|1|1|0|0|0|0
1|1|1|1|1|1|1|1|1|1|1
@END
1|1|1|1|1|1|1|1|1|1|1
1|1|1|1|1|1|1|1|1|1|1
1|2|1|2|1|2|1|2|1|2|1
1|1|1|1|1|1|1|1|1|1|1
1|1|1|1|1|1|1|1|1|1|1
1|2|1|2|1|2|1|2|1|2|1
1|1|1|1|1|1|1|1|1|1|1
1|1|1|1|1|1|1|1|1|1|1
1|2|1|2|1|2|1|2|1|2|1
1|1|1|1|1|1|1|1|1|1|1
@END
1|1|1|1|1|1|1|1|1|1|1
1|1|1|1|1|1|1|1|1|1|1
1|0|1|0|1|0|1|0|1|0|1
1|1|1|1|1|1|1|1|1|1|1
1|1|1|1|1|1|1|1|1|1|1
1|0|1|0|1|0|1|0|1|0|1
1|1|1|1|1|1|1|1|1|1|1
1|1|1|1|1|1|1|1|1|1|1
1|0|1|0|1|0|1|0|1|0|1
2|2|2|2|2|2|2|2|2|2|2
@END
1|1|1|1|1|1|1|1|1|1|1
2|2|2|2|2|2|2|2|2|2|2
2|1|2|1|1|1|1|1|2|1|2
2|2|2|1|1|1|1|1|2|2|2
2|2|2|1|1|1|1|1|2|2|2
2|1|2|1|1|1|1|1|2|1|2
2|2|2|1|1|1|1|1|2|2|2
2|2|2|1|1|1|1|1|2|2|2
2|1|2|1|1|1|1|1|2|1|2
1|1|1|1|1|1|1|1|1|1|1
@END
1|1|1|1|1|1|1|1|1|1|1
2|2|2|2|2|2|2|2|2|2|2
1|1|1|1|1|1|1|1|1|1|1
2|2|2|2|2|2|2|2|2|2|2
1|1|1|1|1|1|1|1|1|1|1
2|2|2|2|2|2|2|2|2|2|2
1|1|1|1|1|1|1|1|1|1|1
2|2|2|2|2|2|2|2|2|2|2
1|1|1|1|1|1|1|1|1|1|1
2|2|2|2|2|2|2|2|2|2|2
@END
2|2|2|2|2|2|2|2|2|2|2
1|1|1|1|1|1|1|1|1|1|1
2|2|2|2|2|2|2|2|2|2|2
2|2|2|2|2|2|2|2|2|2|2
1|1|1|1|1|1|1|1|1|1|1
2|2|2|2|2|2|2|2|2|2|2
2|2|2|2|2|2|2|2|2|2|2
1|1|1|1|1|1|1|1|1|1|1
1|1|2|2|1|1|1|2|2|1|1
1|1|2|2|1|1|1|2|2|1|1
@END
2|2|2|2|2|2|2|2|2|2|2
1|1|1|1|1|1|1|1|1|1|1
2|2|2|2|2|2|2|2|2|2|2
2|2|2|2|2|2|2|2|2|2|2
0|3|0|0|0|3|0|0|3|0|0
0|0|1|1|1|1|1|1|1|0|0
0|0|0|1|1|1|1|1|0|0|0
0|0|2|1|1|1|1|1|2|0|0
2|1|2|1|1|1|1|1|2|1|2
1|1|1|1|1|1|1|1|1|1|1
@END
0|0|0|2|2|2|2|2|0|0|0
0|0|2|2|0|0|0|2|2|0|0
0|0|2|0|0|0|0|0|2|2|0
0|2|0|0|1|0|1|0|0|2|2
2|2|0|0|1|0|1|0|0|1|2
2|1|0|0|0|0|0|0|0|1|2
2|2|0|1|0|0|0|1|0|2|2
0|2|2|0|1|1|1|0|2|2|0
0|0|2|2|0|0|0|2|2|0|0
0|0|0|2|2|2|2|2|0|0|0
@END
2|2|2|2|2|2|2|2|2|2|2
2|2|2|2|2|2|2|2|2|2|2
1|1|1|1|1|1|1|1|1|1|1
1|1|1|1|1|1|1|1|1|1|1
2|2|2|2|2|2|2|2|2|2|2
1|1|1|1|1|1|1|1|1|1|1
1|1|1|1|1|1|1|1|1|1|1
1|1|1|1|1|1|1|1|1|1|1
2|2|2|2|2|2|2|2|2|2|2
2|2|2|2|2|2|2|2|2|2|2
@END
2|1|2|2|1|1|2|2|1|2|2
2|1|2|2|1|1|2|2|1|2|2
2|1|2|2|1|1|2|2|1|2|2
2|1|2|2|1|1|2|2|1|2|2
2|1|2|2|1|1|2|2|1|2|2
2|1|2|2|1|1|2|2|1|2|2
2|1|2|2|1|1|2|2|1|2|2
2|1|2|2|1|1|2|2|1|2|2
2|1|2|2|1|1|2|2|1|2|2
2|1|2|2|1|1|2|2|1|2|2
@END
2|2|2|2|2|2|2|2|2|2|2
2|2|2|2|2|2|2|2|2|2|2
2|2|2|2|2|2|2|2|2|2|2
2|2|2|2|2|2|2|2|2|2|2
2|2|2|2|2|2|2|2|2|2|2
2|2|2|2|2|2|2|2|2|2|2
2|2|2|2|2|2|2|2|2|2|2
2|2|2|2|2|2|2|2|2|2|2
2|2|2|2|2|2|2|2|2|2|2
2|2|2|2|2|2|2|2|2|2|2
@END
0|0|0|3|3|3|3|3|0|0|0
0|0|3|3|0|0|0|3|3|0|0
0|0|3|0|0|0|0|0|3|3|0
0|3|0|0|2|0|2|0|0|3|3
3|3|0|0|2|0|2|0|0|2|3
3|2|0|0|0|0|0|0|0|2|3
3|3|0|2|0|0|0|2|0|3|3
0|3|3|0|2|2|2|0|3|3|0
0|0|3|3|0|0|0|3|3|0|0
0|0|0|3|3|3|3|3|0|0|0
@END
1|1|1|1|3|3|3|1|1|1|1
1|1|1|3|3|3|3|3|1|1|1
1|1|3|3|3|3|3|3|3|1|1
1|3|3|3|3|3|3|3|3|3|1
1|3|3|3|3|3|3|3|3|3|1
1|1|3|3|3|3|3|3|3|1|1
1|1|1|3|3|3|3|3|1|1|1
1|1|1|1|3|3|3|1|1|1|1
3|3|3|3|3|3|3|3|3|3|3
3|3|3|3|3|3|3|3|3|3|3
@END
1|1|1|3|3|3|3|3|1|1|1
1|1|3|3|1|1|1|3|3|1|1
1|1|3|1|1|1|1|1|3|3|1
1|3|1|1|2|1|2|1|1|3|3
3|3|1|1|2|1|2|1|1|2|3
3|2|1|1|1|1|1|1|1|2|3
3|3|1|2|1|1|1|2|1|3|3
1|3|3|1|2|2|2|1|3|3|1
1|1|3|3|1|1|1|3|3|1|1
1|1|1|3|3|3|3|3|1|1|1
@END
3|3|3|3|3|3|3|3|3|3|3
2|2|2|3|3|3|3|3|2|2|2
2|2|3|3|2|2|2|3|3|2|2
2|2|3|2|2|2|2|2|3|3|2
2|3|2|2|2|2|2|2|2|3|3
3|3|2|2|2|2|2|2|2|2|3
3|2|2|2|2|2|2|2|2|2|3
3|3|2|2|2|2|2|2|2|3|3
2|3|3|2|2|2|2|2|3|3|2
2|2|3|3|2|2|2|3|3|2|2
@END
3|3|3|3|3|3|3|3|3|3|3
3|3|3|3|3|3|3|3|3|3|3
3|3|3|3|3|3|3|3|3|3|3
3|3|3|3|3|3|3|3|3|3|3
3|3|3|3|3|3|3|3|3|3|3
3|3|3|3|3|3|3|3|3|3|3
3|3|3|3|3|3|3|3|3|3|3
3|3|3|3|3|3|3|3|3|3|3
3|3|3|3|3|3|3|3|3|3|3
3|3|3|3|3|3|3|3|3|3|3
@END
4|4|4|4|4|1|4|4|4|4|4
4|4|4|4|1|1|1|4|4|4|4
4|4|4|1|1|1|1|1|4|4|4
4|4|1|1|1|1|1|1|1|4|4
4|1|1|1|1|1|1|1|1|1|4
4|1|1|1|1|1|1|1|1|1|4
4|4|1|1|1|1|1|1|1|4|4
4|4|4|1|1|1|1|1|4|4|4
4|4|4|4|1|1|1|4|4|4|4
4|4|4|4|4|1|4|4|4|4|4
@END
1|1|1|1|1|4|1|1|1|1|1
1|1|1|1|1|4|1|1|1|1|1
1|1|1|1|1|4|1|1|1|1|1
1|1|1|1|1|4|1|1|1|1|1
4|4|4|4|1|1|1|4|4|4|4
4|4|4|4|1|1|1|4|4|4|4
1|1|1|1|1|4|1|1|1|1|1
1|1|1|1|1|4|1|1|1|1|1
1|1|1|1|1|4|1|1|1|1|1
1|1|1|1|1|4|1|1|1|1|1
@END
1|1|1|1|1|4|1|1|1|1|1
1|1|1|1|1|4|1|1|1|1|1
2|2|2|2|2|4|2|2|2|2|2
2|2|2|2|2|4|2|2|2|2|2
4|4|4|4|3|3|3|4|4|4|4
4|4|4|4|3|3|3|4|4|4|4
2|2|2|2|2|4|2|2|2|2|2
2|2|2|2|2|4|2|2|2|2|2
1|1|1|2|2|4|2|2|1|1|1
1|1|1|2|2|4|2|2|1|1|1
@END
1|1|1|1|1|1|1|1|1|1|1
1|1|1|1|1|1|1|1|1|1|1
3|3|4|4|4|3|3|4|3|4|4
1|4|4|2|2|4|4|1|4|2|2
1|1|1|1|1|1|1|1|1|1|1
3|3|4|4|4|3|3|4|3|4|4
1|4|4|2|2|4|4|1|4|2|2
1|1|1|1|1|1|1|1|1|1|1
3|3|4|4|4|3|3|4|3|4|4
1|4|4|2|2|4|4|1|4|2|2
@END
